ID,ID_person,Model,Power,Price
11782,1100,Mercedez-Benz,213.0,282351
11783,2906,Mercedez-Benz,387.0,3684748
11784,10228,Mercedez-Benz,77.0,763810
11785,12484,Mercedez-Benz,260.0,2690891
11786,9503,Infiniti,104.0,2816919
11787,8416,Subaru,431.0,3421899
11788,3920,Infiniti,83.0,538222
11789,15171,Subaru,144.0,3432256
11790,390,Nissan,290.0,1290813
11791,6437,Audi,162.0,2745958
11792,17977,Toyota,405.0,1397598
11793,10571,Toyota,74.0,656071
11794,16891,Subaru,310.0,3810774
11795,14273,Mercedez-Benz,73.0,3555748
11798,17886,Daewoo,447.0,3264114
11800,11753,Nissan,269.0,691051
11801,1396,Audi,368.0,3615043
11802,10289,Subaru,378.0,451692
11804,10763,Subaru,484.0,3643920
11805,13209,Nissan,202.0,596910
11806,18880,Toyota,295.0,1128904
11807,10137,Audi,314.0,2513664
11809,2426,Ford,413.0,2494737
11811,16597,Ford,257.0,1711578
11812,6819,BMW,404.0,719423
11813,14851,Daewoo,465.0,3410341
11815,2868,KIA,236.0,1274706
11816,12484,Audi,475.0,3431838
11817,16373,Toyota,253.0,726945
11820,14081,LADA,440.0,3818797
11821,17221,Audi,158.0,909644
11822,5099,Toyota,216.0,3041890
11823,14506,Ford,229.0,1826267
11825,12851,KIA,174.0,775347
11826,7097,Infiniti,115.0,818432
11827,16585,Toyota,346.0,3140511
11828,417,Mercedez-Benz,82.0,3367692
11829,11148,Mercedez-Benz,405.0,2783499
11830,3024,Ford,359.0,3662080
11832,1332,Nissan,136.0,1191942
11833,15721,KIA,315.0,2340342
11834,7545,Mercedez-Benz,187.0,584734
11835,5530,Ford,236.0,356919
11836,833,BMW,144.0,1703748
11837,16687,LADA,228.0,1506137
11839,11499,LADA,357.0,3326311
11840,4952,Mercedez-Benz,81.0,3486989
11841,13864,Toyota,393.0,2492367
11842,14116,BMW,148.0,2994917
11843,6543,KIA,411.0,3201375
11845,17325,Nissan,115.0,2957698
11846,11239,Infiniti,73.0,1578730
11847,2797,Infiniti,161.0,2037411
11848,924,Toyota,238.0,2461203
11853,16025,Audi,90.0,3428403
11854,8824,Nissan,130.0,3205389
11855,17163,Subaru,348.0,295238
11856,19454,Audi,286.0,2070312
11857,14212,Infiniti,231.0,2463694
11859,2150,Mercedez-Benz,470.0,1955299
11861,2935,Mercedez-Benz,344.0,401750
11862,11123,LADA,84.0,1050008
11864,6663,Infiniti,98.0,2373840
11865,16788,Mercedez-Benz,416.0,1541632
11866,14458,Infiniti,297.0,1883043
11867,876,Toyota,167.0,2356080
11869,6545,Toyota,366.0,2321284
11870,9307,Toyota,307.0,1238792
11871,16262,Toyota,496.0,3645028
11872,6827,Subaru,209.0,934396
11873,18374,BMW,416.0,1503305
11874,12897,Ford,295.0,3192414
11875,13986,Ford,111.0,3030345
11876,18223,LADA,73.0,255954
11877,3788,Toyota,264.0,2177429
11878,18008,LADA,275.0,3841192
11879,15588,Toyota,189.0,1030827
11881,14826,Subaru,277.0,3671635
11882,4586,Daewoo,210.0,1591906
11883,2709,Audi,261.0,364674
11884,6051,Nissan,149.0,1863241
11885,16730,Nissan,106.0,3114440
11886,11532,LADA,140.0,993790
11889,19144,Ford,394.0,3936844
11890,17269,Audi,74.0,2012059
11891,12658,KIA,88.0,2440102
11892,18672,Mercedez-Benz,414.0,3905418
11893,4299,Mercedez-Benz,264.0,1155016
11894,13097,Mercedez-Benz,106.0,2809513
11895,7439,Mercedez-Benz,365.0,1519418
11896,2102,Daewoo,233.0,1882028
11897,16983,Nissan,257.0,1067280
11898,12400,Mercedez-Benz,274.0,3632007
11899,10643,KIA,410.0,2674565
11901,12728,Mercedez-Benz,166.0,2109992
11903,2883,Toyota,242.0,3531646
11904,5731,Infiniti,135.0,3553439
11906,5508,Ford,286.0,1279889
11907,9912,Ford,394.0,3028204
11908,2346,Infiniti,275.0,2508532
11909,935,Infiniti,198.0,722075
11910,5771,Ford,351.0,1953236
11911,7254,Infiniti,351.0,883476
11912,19246,Audi,371.0,3271503
11913,1856,Infiniti,186.0,1554050
11914,7952,Subaru,273.0,2700624
11915,12884,Infiniti,265.0,3345552
11916,9338,Mercedez-Benz,437.0,1932698
11917,7435,Subaru,199.0,3180785
11919,2579,Daewoo,451.0,2513133
11920,16236,Subaru,110.0,2087868
11922,3545,Subaru,149.0,657261
11923,15503,Toyota,130.0,2069338
11925,2512,LADA,109.0,3312743
11927,3783,Mercedez-Benz,189.0,2785066
11928,5800,Ford,122.0,1287801
11929,19893,Ford,403.0,1106530
11930,10907,Toyota,481.0,728391
11931,2900,Audi,469.0,1743752
11932,16410,Daewoo,206.0,3325770
11933,3718,Ford,329.0,1840974
11934,19017,Toyota,194.0,2284376
11935,4553,KIA,496.0,995943
11937,4509,Mercedez-Benz,476.0,2628818
11938,15958,Ford,273.0,3911838
11939,14573,KIA,105.0,2882144
11941,10790,Audi,482.0,1662236
11943,11528,Toyota,135.0,1443274
11944,18502,Toyota,392.0,1480524
11945,8386,Daewoo,401.0,3123907
11946,5412,Ford,202.0,2279980
11948,9549,Daewoo,252.0,2849236
11950,4390,Mercedez-Benz,218.0,3376241
11951,17404,Subaru,236.0,476274
11952,2220,Ford,88.0,2123182
11954,7525,Nissan,202.0,1883092
11955,4802,KIA,444.0,3259001
11956,6047,BMW,354.0,1488972
11957,445,LADA,231.0,3009002
11958,5684,Ford,96.0,791064
11959,12791,Infiniti,154.0,623855
11960,5101,KIA,154.0,3238121
11962,13163,LADA,483.0,1969003
11963,5203,Mercedez-Benz,454.0,283364
11964,17847,Nissan,469.0,2400254
11965,6719,LADA,401.0,350656
11967,17689,Mercedez-Benz,210.0,1307678
11968,19928,Subaru,208.0,2875956
11969,19602,Ford,195.0,332438
11970,7310,KIA,312.0,1086146
11972,19789,Subaru,237.0,2683295
11974,5293,Nissan,124.0,657504
11975,16920,Daewoo,356.0,408494
11976,2260,LADA,112.0,1643144
11978,18258,Daewoo,495.0,1451934
11979,4297,LADA,341.0,456917
11980,14978,Toyota,288.0,2277749
11981,14750,Daewoo,445.0,2396530
11982,18293,Infiniti,481.0,2827850
11983,105,Ford,282.0,3935611
11984,18408,Subaru,264.0,2422208
11986,7535,BMW,186.0,1311798
11987,12366,Daewoo,268.0,557724
11988,4907,Ford,192.0,3073049
11989,9839,Audi,362.0,2722561
11990,18117,KIA,142.0,1599105
11991,10952,Subaru,167.0,1311659
11992,13463,Ford,222.0,3963780
11993,18895,Mercedez-Benz,486.0,1599969
11994,11667,Subaru,156.0,836595
11995,7206,Ford,108.0,2331838
11996,5111,Subaru,429.0,225995
11997,11011,Mercedez-Benz,420.0,515763
11999,13967,Infiniti,195.0,378201
12000,13329,Audi,425.0,1112519
12002,14912,Toyota,336.0,2705264
12004,8057,Nissan,154.0,3880501
12006,11865,Subaru,265.0,448785
12008,2779,Daewoo,459.0,2323786
12009,314,Nissan,248.0,2045097
12010,14014,Infiniti,193.0,1509003
12011,8106,Subaru,322.0,1023431
12012,25,Audi,196.0,1442715
12013,11183,BMW,168.0,1995379
12014,16231,Ford,166.0,3354053
12015,19494,Mercedez-Benz,302.0,1966279
12017,7024,BMW,144.0,2702458
12018,10509,Daewoo,230.0,1996858
12019,12494,LADA,448.0,816777
12021,4359,Infiniti,299.0,1420880
12024,15044,Mercedez-Benz,169.0,2340885
12026,17195,Infiniti,101.0,3191612
12027,4550,KIA,472.0,368557
12028,5302,KIA,147.0,3749207
12029,5953,Audi,70.0,2563943
12030,14410,Nissan,106.0,3575605
12031,12636,Daewoo,91.0,1863902
12032,19899,LADA,437.0,3403537
12033,5165,BMW,210.0,3808286
12035,3299,LADA,144.0,1430791
12036,8129,Ford,137.0,2092141
12037,9002,BMW,225.0,2768136
12038,17428,KIA,466.0,1854638
12039,8625,KIA,479.0,3628145
12040,17556,LADA,448.0,3259232
12041,19201,Daewoo,229.0,1399449
12042,11516,Daewoo,129.0,2151529
12046,19404,Mercedez-Benz,120.0,1386456
12047,11872,Mercedez-Benz,131.0,1716539
12049,10537,KIA,112.0,536470
12050,1732,BMW,84.0,1915322
12051,3475,Subaru,454.0,2942272
12052,5731,Ford,469.0,3059204
12053,18250,Mercedez-Benz,291.0,3858531
12054,3262,Nissan,159.0,1059620
12055,3631,KIA,405.0,1604848
12056,6385,Daewoo,402.0,1604088
12058,13787,Toyota,81.0,1509548
12059,9603,Daewoo,357.0,3612288
12061,4679,KIA,398.0,3951712
12062,14052,KIA,178.0,3411658
12063,11284,Infiniti,156.0,1694882
12064,19454,Infiniti,464.0,447351
12066,15058,Daewoo,316.0,1735562
12068,16459,Toyota,462.0,484004
12070,2507,Infiniti,373.0,282251
12071,10469,Infiniti,75.0,3285902
12072,18513,KIA,115.0,425289
12073,4755,BMW,348.0,1644981
12074,4677,Daewoo,299.0,3757966
12075,12900,Audi,410.0,1241897
12076,14537,Ford,223.0,2938866
12078,13605,Daewoo,70.0,2580661
12080,16952,Ford,409.0,2461828
12081,15349,Subaru,375.0,1662020
12083,6546,Ford,430.0,1801735
12084,17161,Infiniti,159.0,2882953
12085,7956,Toyota,105.0,2923920
12086,16405,BMW,135.0,2546684
12087,2208,BMW,123.0,2817843
12089,7102,Subaru,393.0,3049417
12090,4583,BMW,495.0,1744329
12091,19209,Infiniti,417.0,1381833
12094,15436,Daewoo,135.0,2531984
12095,859,Subaru,253.0,3535343
12096,3129,KIA,90.0,2156987
12097,6302,LADA,414.0,3201999
12098,322,BMW,367.0,3089809
12099,8860,Infiniti,182.0,1383646
12100,13436,Mercedez-Benz,211.0,1320024
12101,17398,Mercedez-Benz,151.0,902756
12102,11030,Audi,397.0,2700697
12103,9843,Subaru,339.0,3134067
12106,7278,Toyota,479.0,1559823
12108,180,Infiniti,281.0,581695
12109,13328,Nissan,258.0,2810539
12110,7049,Toyota,333.0,3819622
12112,15822,Infiniti,332.0,1207304
12113,15110,Audi,293.0,3509842
12114,12895,Toyota,252.0,2359131
12115,9785,Ford,416.0,317782
12116,2379,KIA,139.0,3420262
12118,8645,BMW,315.0,3218409
12121,15625,LADA,186.0,1845977
12122,3572,Mercedez-Benz,160.0,3170793
12123,13863,Toyota,306.0,3849884
12126,5927,LADA,282.0,3750532
12128,5130,Subaru,387.0,2204454
12129,8545,LADA,368.0,2172617
12130,19202,Audi,176.0,3944137
12131,15713,KIA,130.0,2953727
12132,18420,Toyota,79.0,2374829
12133,8153,Audi,402.0,3556703
12134,13918,KIA,255.0,258836
12136,11116,Nissan,458.0,1491697
12137,13789,Toyota,271.0,3058226
12138,19459,KIA,304.0,498728
12141,14636,Infiniti,192.0,1995279
12142,4008,LADA,85.0,1854956
12143,10052,Nissan,304.0,2157455
12144,4682,Daewoo,433.0,1552034
12146,6122,Nissan,305.0,2542253
12147,3597,LADA,157.0,3669026
12148,1614,KIA,332.0,2679467
12149,18053,Audi,401.0,2705731
12150,4549,Daewoo,393.0,745785
12151,9993,Infiniti,114.0,3495290
12153,4637,BMW,444.0,1594503
12154,17949,Nissan,80.0,2236095
12157,884,Audi,352.0,3398034
12158,12296,Infiniti,380.0,3922798
12159,14894,Toyota,247.0,2677091
12160,8411,BMW,363.0,1002315
12161,13702,BMW,397.0,2864198
12162,2881,Daewoo,221.0,2595325
12163,11607,Subaru,348.0,2448009
12164,10515,Ford,107.0,2504867
12165,3619,Daewoo,288.0,2867465
12166,11805,KIA,80.0,935112
12167,10254,Infiniti,257.0,931594
12169,19295,Mercedez-Benz,273.0,2352352
12171,6836,KIA,74.0,3197340
12172,18057,Infiniti,425.0,2945817
12173,18084,Mercedez-Benz,421.0,2706351
12174,18270,Toyota,167.0,2073095
12175,8332,Ford,333.0,744336
12176,2561,Subaru,135.0,1658689
12177,1467,LADA,175.0,3981936
12178,1346,Toyota,149.0,2777325
12179,420,Toyota,257.0,2328834
12181,11989,LADA,76.0,1406606
12182,11264,Toyota,434.0,2596091
12184,5105,Nissan,220.0,1534653
12185,11106,Mercedez-Benz,429.0,3347279
12186,3802,Ford,154.0,763347
12187,13386,Ford,131.0,2631033
12190,15771,Audi,354.0,3895737
12191,11750,Daewoo,206.0,1278051
12192,5776,Ford,170.0,2930705
12193,6210,Toyota,403.0,3604599
12194,15710,Mercedez-Benz,318.0,3183789
12195,9201,Nissan,490.0,1131125
12196,5252,Ford,289.0,704140
12197,2740,Subaru,84.0,488772
12198,482,BMW,378.0,955351
12199,13484,Nissan,201.0,877163
12200,10759,Mercedez-Benz,89.0,2130396
12202,6239,Infiniti,163.0,3801722
12203,4448,LADA,408.0,3368850
12204,2493,Infiniti,462.0,3170455
12205,15573,Ford,388.0,1108021
12206,650,Toyota,406.0,2892338
12207,18691,LADA,93.0,3612628
12208,12563,Infiniti,74.0,1007076
12210,4435,Ford,411.0,1267087
12211,2984,Ford,287.0,2215638
12212,1628,KIA,78.0,3838644
12213,1928,BMW,365.0,2347747
12214,12732,Infiniti,172.0,1125530
12215,13328,Ford,389.0,3462269
12216,18627,Ford,291.0,2815159
12218,14337,Audi,250.0,851334
12219,13015,LADA,443.0,3353165
12220,17615,LADA,431.0,3641672
12222,9749,Ford,489.0,3826928
12223,10103,Daewoo,124.0,3943838
12224,9745,Toyota,158.0,1305163
12225,5879,Subaru,94.0,3713022
12228,3555,Audi,346.0,1476963
12229,18540,Mercedez-Benz,114.0,1777786
12230,18672,Daewoo,175.0,268420
12231,89,BMW,330.0,3872472
12232,17223,Infiniti,361.0,202209
12233,13990,Audi,88.0,3851833
12235,13847,Nissan,257.0,3983861
12236,10024,LADA,96.0,901967
12237,17658,LADA,130.0,2160624
12238,2828,Mercedez-Benz,129.0,3332680
12239,8407,Daewoo,384.0,2186130
12240,14968,LADA,423.0,1805989
12242,9193,KIA,307.0,1408965
12244,7939,Subaru,369.0,3656397
12245,2569,Infiniti,166.0,1076877
12246,10098,Infiniti,247.0,3219216
12247,16024,Infiniti,159.0,2178352
12248,10127,Ford,161.0,938150
12249,6834,Infiniti,271.0,894564
12250,13670,BMW,97.0,520581
12252,1358,Ford,128.0,2303786
12253,18554,Infiniti,463.0,910374
12254,7288,Subaru,101.0,1229232
12255,9548,Audi,355.0,1566594
12256,13608,Infiniti,304.0,1691462
12258,5439,Infiniti,96.0,2959121
12259,15287,Mercedez-Benz,271.0,230222
12260,10861,Infiniti,103.0,3612208
12261,12808,Subaru,232.0,2080469
12263,7002,Nissan,139.0,263733
12265,16021,KIA,135.0,474024
12266,7442,Subaru,166.0,1276135
12268,10556,Subaru,491.0,3612396
12269,7441,BMW,391.0,630217
12270,9349,KIA,266.0,1446999
12272,3045,Daewoo,418.0,2027257
12273,15244,Mercedez-Benz,371.0,3864895
12274,10420,Ford,154.0,728382
12275,17707,Audi,280.0,1632163
12276,16134,Daewoo,268.0,1372604
12277,10249,Nissan,346.0,3919749
12278,4539,Nissan,273.0,3801518
12279,13108,LADA,171.0,1509578
12280,17239,Ford,158.0,1864193
12281,653,Subaru,236.0,1757620
12282,9328,Daewoo,279.0,425619
12283,5844,KIA,253.0,1971322
12284,12148,LADA,106.0,2817323
12285,18492,KIA,302.0,1424354
12286,10221,Daewoo,188.0,1439992
12287,2395,Audi,140.0,897736
12288,9142,Audi,342.0,1095932
12289,8509,KIA,284.0,3482043
12290,11148,Nissan,470.0,1813829
12291,342,LADA,417.0,218200
12293,1188,Audi,364.0,1374641
12294,18700,Nissan,73.0,1305804
12295,8537,Ford,265.0,316360
12296,11138,Audi,347.0,1608011
12297,573,Ford,235.0,2233325
12298,4326,Infiniti,201.0,854498
12300,4350,KIA,344.0,1816188
12301,12191,Infiniti,372.0,1395281
12302,18506,Ford,414.0,539160
12303,3514,BMW,340.0,427273
12304,838,KIA,344.0,1951599
12307,12109,Subaru,278.0,2457244
12308,3372,LADA,431.0,1865040
12309,11884,Subaru,486.0,2521062
12310,14256,Audi,351.0,1637054
12312,8396,KIA,458.0,3312926
12313,5905,Toyota,86.0,2479472
12314,13872,Subaru,252.0,3228417
12315,9560,Subaru,93.0,3823436
12317,3912,LADA,152.0,408160
12318,5170,KIA,170.0,2352545
12320,12483,Toyota,432.0,1725826
12322,6974,BMW,358.0,992168
12323,5552,KIA,205.0,2548278
12324,15505,Ford,128.0,230101
12325,3158,BMW,389.0,983845
12326,5834,Infiniti,144.0,2574851
12330,13089,LADA,271.0,563269
12331,17296,Daewoo,204.0,3584966
12332,19046,LADA,259.0,3018349
12333,15305,Ford,121.0,2637039
12338,6926,Subaru,72.0,1753982
12339,19271,Toyota,293.0,3547561
12340,15721,LADA,450.0,1931523
12342,13229,Audi,90.0,1466795
12344,15660,Infiniti,288.0,3655543
12345,3951,Subaru,457.0,849689
12346,14650,Subaru,196.0,2632612
12347,8432,Audi,152.0,319666
12348,17195,LADA,222.0,2168592
12349,18841,Nissan,284.0,304243
12350,14840,Toyota,148.0,3896990
12351,12763,Toyota,122.0,3614820
12352,15930,Mercedez-Benz,182.0,1063713
12353,9757,KIA,294.0,1402232
12355,6106,LADA,462.0,862367
12356,9953,Subaru,468.0,3538202
12357,5915,Ford,457.0,1184527
12359,11171,Infiniti,222.0,2575495
12360,67,KIA,131.0,3652329
12361,16894,Toyota,279.0,2226405
12362,17627,Daewoo,495.0,3382517
12363,15950,KIA,288.0,2894399
12364,19204,Mercedez-Benz,200.0,3344646
12365,19719,Audi,138.0,1300240
12367,5003,Subaru,84.0,676800
12368,2516,Daewoo,305.0,2529751
12370,9038,Toyota,411.0,3962893
12371,19887,Infiniti,138.0,601118
12374,14404,KIA,463.0,493078
12375,8078,Ford,160.0,3816714
12377,12909,Daewoo,406.0,1094789
12378,14073,BMW,101.0,408173
12379,12034,BMW,130.0,1840118
12380,916,Nissan,214.0,3107608
12381,18106,LADA,280.0,3305372
12382,17027,Audi,251.0,3518228
12383,13552,Ford,307.0,2675173
12385,13550,Ford,366.0,3479089
12387,8386,KIA,215.0,3283931
12389,7863,Infiniti,428.0,3973849
12390,19945,Audi,341.0,2382033
12391,7709,LADA,300.0,602626
12392,14881,Subaru,293.0,1652197
12393,9747,LADA,325.0,3781714
12394,6622,Toyota,227.0,493529
12395,8232,Toyota,438.0,774664
12396,16856,Subaru,455.0,1211204
12397,8053,LADA,430.0,3413203
12398,561,Toyota,90.0,3048820
12399,11188,Audi,85.0,1382923
12401,8988,Audi,423.0,3435676
12402,18693,Subaru,254.0,2812058
12403,3969,Infiniti,132.0,2697918
12404,12832,Audi,77.0,3035922
12405,811,Mercedez-Benz,474.0,2186622
12406,484,KIA,92.0,1367174
12407,19215,Daewoo,344.0,2918508
12408,19308,Ford,452.0,523931
12409,6630,Subaru,432.0,3220412
12410,12374,Infiniti,470.0,2867835
12411,11699,BMW,204.0,1465337
12412,2632,KIA,287.0,2962387
12413,6740,KIA,482.0,2640148
12414,2067,BMW,308.0,3673907
12415,12021,LADA,396.0,3801108
12416,10684,Nissan,251.0,1801130
12417,10394,KIA,283.0,670366
12418,17231,Nissan,481.0,2185141
12419,8963,Ford,80.0,3955191
12420,10922,Subaru,183.0,2451485
12421,3515,Daewoo,404.0,3232046
12422,10412,Mercedez-Benz,208.0,1872549
12423,11889,Nissan,119.0,1864707
12424,2030,LADA,257.0,735983
12425,302,Ford,116.0,3738026
12426,1122,BMW,265.0,2767569
12427,8568,Infiniti,265.0,3643477
12428,4386,Toyota,433.0,456834
12430,13358,Infiniti,286.0,2625119
12431,2374,Toyota,206.0,3365196
12432,17686,LADA,449.0,2869741
12433,13354,Audi,233.0,2415305
12434,4596,KIA,277.0,1808883
12435,7618,KIA,271.0,502368
12436,1448,KIA,254.0,3114605
12437,13039,Toyota,168.0,1241943
12438,11006,Audi,144.0,2977837
12440,11568,Mercedez-Benz,448.0,1339099
12441,9612,Audi,285.0,825377
12442,17639,BMW,235.0,2310632
12443,16868,Nissan,347.0,1475000
12446,5953,Ford,196.0,2600436
12447,8718,Audi,308.0,1907181
12448,6274,Nissan,88.0,2889519
12449,2955,BMW,71.0,1263873
12450,567,LADA,399.0,396338
12451,3641,LADA,77.0,3700144
12452,18457,KIA,476.0,3266832
12453,3391,KIA,305.0,629949
12454,9795,Daewoo,151.0,1463910
12455,2153,Nissan,296.0,763186
12456,9693,KIA,129.0,3399462
12457,18844,Daewoo,190.0,2578710
12458,17358,Mercedez-Benz,478.0,2836071
12459,16822,KIA,305.0,437639
12460,7989,Mercedez-Benz,371.0,3723934
12461,6222,Daewoo,449.0,2620517
12462,3385,KIA,122.0,725188
12465,6388,Subaru,265.0,1949285
12466,2301,KIA,198.0,2755088
12467,18172,KIA,140.0,1131544
12469,12334,Toyota,478.0,1473747
12470,9711,Daewoo,291.0,1825137
12471,18202,KIA,287.0,534709
12472,12770,Infiniti,436.0,233173
12473,5132,Toyota,102.0,1315252
12474,17487,Mercedez-Benz,82.0,1184587
12475,8856,BMW,351.0,2684083
12476,7670,BMW,85.0,524330
12477,7968,Toyota,498.0,1076548
12478,2566,Audi,287.0,3658538
12480,17142,Daewoo,234.0,364084
12481,6129,Daewoo,292.0,987617
12482,11141,Nissan,427.0,584409
12483,9530,Subaru,233.0,3003301
12484,8450,KIA,428.0,3776393
12486,8742,LADA,76.0,3460525
12487,9337,LADA,414.0,1804103
12488,16850,Infiniti,408.0,1950418
12489,14501,Infiniti,211.0,3468883
12490,483,Nissan,265.0,978618
12491,97,Audi,170.0,2138796
12492,4368,Toyota,192.0,2488840
12493,8116,Ford,241.0,2568239
12494,8815,Audi,499.0,204509
12495,17734,BMW,484.0,1065389
12497,3912,Ford,366.0,1417856
12498,2192,BMW,193.0,382300
12499,121,Mercedez-Benz,184.0,2843831
12500,6018,Ford,391.0,733848
12501,10459,Toyota,241.0,1141347
12503,711,Subaru,415.0,2021306
12505,2701,BMW,386.0,2379135
12506,19007,KIA,246.0,764158
12507,3325,Infiniti,330.0,3592580
12510,12859,Ford,111.0,2992540
12511,14187,Mercedez-Benz,147.0,3094863
12512,7071,KIA,112.0,3743562
12513,1338,Mercedez-Benz,331.0,460441
12514,6733,Audi,118.0,3183283
12515,17828,Infiniti,243.0,3264696
12516,18051,Infiniti,108.0,344782
12517,13242,KIA,296.0,1571851
12518,4783,BMW,274.0,2733293
12519,15362,Nissan,189.0,883462
12520,15871,LADA,452.0,3980644
12521,6318,Ford,245.0,3014835
12522,6135,Toyota,214.0,510327
12523,4612,Infiniti,363.0,3288588
12524,13627,Toyota,421.0,2024322
12525,7238,Nissan,313.0,1154152
12526,11182,Nissan,362.0,514125
12527,4200,Subaru,400.0,489849
12528,868,Nissan,361.0,507968
12529,16173,Daewoo,279.0,1601610
12530,8661,BMW,362.0,742337
12531,7030,Ford,236.0,2455721
12532,10667,Audi,161.0,1795360
12533,9835,KIA,452.0,2539341
12534,6735,Infiniti,306.0,2343755
12535,63,Nissan,474.0,3945539
12536,4801,BMW,383.0,347312
12537,1317,Toyota,105.0,623750
12539,1237,Ford,454.0,3246269
12540,2258,Audi,198.0,3093213
12542,699,Subaru,133.0,2003538
12545,8429,Toyota,206.0,1064181
12547,18204,Infiniti,126.0,226790
12548,923,Nissan,364.0,3212783
12549,5629,Ford,291.0,372816
12550,11661,KIA,77.0,1448483
12551,13423,Mercedez-Benz,175.0,562901
12552,4743,Toyota,182.0,3327636
12553,8830,Audi,271.0,623402
12554,4731,Audi,238.0,2485549
12555,19013,KIA,139.0,993055
12556,14231,Ford,303.0,3348075
12557,18577,Ford,268.0,3997522
12558,13669,Audi,360.0,1624353
12559,12822,Mercedez-Benz,222.0,1714785
12561,6481,BMW,484.0,3229555
12562,4503,Audi,111.0,3403919
12563,17321,Ford,151.0,911750
12564,10390,Audi,426.0,3954947
12567,18943,Nissan,226.0,3374861
12568,9303,Nissan,368.0,1040849
12569,15992,LADA,428.0,2387280
12570,17234,Mercedez-Benz,190.0,482514
12571,1959,Daewoo,330.0,651200
12572,12748,KIA,76.0,288891
12573,12596,Audi,106.0,3420585
12574,8099,Audi,81.0,2541445
12575,592,BMW,487.0,3393228
12576,8124,Ford,163.0,1524332
12577,8135,LADA,466.0,3786045
12578,14957,Nissan,341.0,1959532
12580,5787,Daewoo,270.0,3345472
12581,6199,Infiniti,175.0,2826566
12582,1516,Daewoo,145.0,3500035
12583,11208,Nissan,135.0,3810242
12584,4760,Audi,316.0,787585
12585,13659,LADA,76.0,3145337
12586,9479,Mercedez-Benz,200.0,284830
12588,18967,BMW,162.0,2482747
12589,14578,Toyota,99.0,1635824
12590,14752,Nissan,420.0,286707
12591,16520,Subaru,362.0,3255404
12592,15114,Audi,120.0,820612
12593,2036,Mercedez-Benz,285.0,3005274
12594,18767,Ford,392.0,1205735
12595,11650,Mercedez-Benz,245.0,2246953
12596,3199,Toyota,334.0,1998088
12597,12345,LADA,102.0,3548106
12598,4805,LADA,388.0,2719880
12599,5346,LADA,469.0,2543571
12600,3339,Nissan,263.0,1689262
12601,5296,Mercedez-Benz,110.0,1950307
12602,5503,Audi,118.0,3712550
12603,312,Ford,324.0,3885286
12605,985,Nissan,86.0,576060
12606,12208,BMW,359.0,1183660
12607,14536,Toyota,439.0,412331
12608,17713,Daewoo,137.0,2425410
12609,3360,Toyota,131.0,3552848
12610,2647,Mercedez-Benz,417.0,966635
12611,19378,BMW,220.0,1652696
12614,12350,BMW,105.0,664102
12616,1704,Subaru,220.0,3408102
12617,1022,Infiniti,322.0,762198
12618,3461,Infiniti,137.0,469423
12620,12199,Nissan,190.0,2026474
12621,7945,LADA,259.0,1017596
12622,14720,Infiniti,307.0,2022983
12623,419,Ford,472.0,3265705
12624,14352,KIA,134.0,738144
12625,13713,LADA,148.0,3823918
12627,7537,Toyota,492.0,1515584
12629,5411,Infiniti,401.0,1130736
12631,10921,KIA,207.0,1722683
12632,4031,Nissan,361.0,3354528
12633,19404,Nissan,382.0,2360175
12634,5909,Toyota,160.0,1096824
12635,13233,Infiniti,187.0,3956101
12636,9863,Toyota,421.0,3677908
12637,14828,Infiniti,80.0,3096667
12638,10202,Daewoo,152.0,3476028
12640,19937,BMW,251.0,1701968
12641,4757,BMW,482.0,871658
12642,6583,Nissan,156.0,1755187
12643,8956,BMW,327.0,1769000
12644,5520,Mercedez-Benz,438.0,1996614
12645,10001,Mercedez-Benz,463.0,2663872
12646,16711,Ford,365.0,2802578
12649,12030,Mercedez-Benz,74.0,3821106
12650,7184,Mercedez-Benz,461.0,3646245
12651,3363,Ford,385.0,3156252
12652,2812,Nissan,189.0,2576307
12653,6127,Ford,360.0,2345021
12654,19006,LADA,322.0,1967615
12655,4946,Daewoo,221.0,1448944
12656,19993,BMW,448.0,1106559
12657,7164,Nissan,459.0,1289035
12659,378,Daewoo,177.0,3997474
12660,19393,LADA,217.0,844516
12661,8654,KIA,270.0,1121723
12662,253,Subaru,319.0,2975595
12663,5597,Infiniti,469.0,1825949
12664,12617,Ford,365.0,592933
12665,18543,Nissan,378.0,2201264
12666,15553,Mercedez-Benz,283.0,416333
12668,14376,Nissan,221.0,518170
12669,14878,KIA,255.0,3959583
12670,11424,Subaru,260.0,3542714
12672,7221,Nissan,349.0,1958634
12673,16402,Mercedez-Benz,433.0,1287853
12674,15698,LADA,359.0,974020
12676,5062,Subaru,259.0,3934462
12677,18964,Ford,426.0,474408
12678,10897,Nissan,124.0,3576459
12679,13224,Nissan,292.0,1008494
12680,3644,Subaru,241.0,1265123
12681,15951,Toyota,287.0,3165291
12682,353,Mercedez-Benz,491.0,2008367
12683,8907,Toyota,309.0,873686
12685,1421,Nissan,339.0,1180869
12687,6172,Ford,448.0,3179015
12688,11148,BMW,248.0,493556
12689,3269,BMW,259.0,2145923
12690,8566,Mercedez-Benz,276.0,3076394
12691,7635,Daewoo,219.0,1782373
12692,2528,Toyota,71.0,354552
12693,3965,BMW,226.0,3452034
12694,15046,Subaru,258.0,1543408
12695,8328,Subaru,491.0,3716393
