ID,ID_person,Square,Rooms,Price
3486,18872,68,3.0,25704
3487,9573,81,5.0,23085
3488,16031,64,3.0,20992
3490,5914,119,7.0,40222
3491,11488,70,3.0,21910
3492,13535,121,5.0,24563
3494,2113,50,2.0,10900
3495,6303,77,3.0,16709
3496,10710,47,2.0,16121
3499,5729,99,4.0,28710
3500,10227,108,4.0,42660
3501,8308,91,6.0,19201
3502,11201,106,5.0,24274
3503,19438,46,3.0,10120
3504,11506,122,5.0,46482
3507,327,127,5.0,33147
3508,15664,54,2.0,20844
3509,16680,127,5.0,42418
3510,4024,91,5.0,35217
3511,19504,59,3.0,21063
3512,5850,121,7.0,36058
3513,11556,57,2.0,17499
3514,592,60,3.0,19080
3515,5084,93,4.0,30318
3516,1743,42,2.0,9030
3517,16976,81,3.0,22680
3518,17014,116,6.0,42224
3519,4439,67,4.0,16415
3520,17131,97,5.0,24056
3522,18446,36,1.0,10332
3523,6687,80,5.0,28240
3524,5082,121,7.0,28919
3525,4337,38,1.0,7714
3526,9150,31,1.0,6758
3527,16031,71,3.0,19099
3528,11022,99,6.0,36333
3530,16963,46,1.0,9522
3531,9195,72,3.0,18216
3532,12161,110,6.0,25520
3533,16783,79,5.0,18328
3534,6034,89,4.0,28658
3535,10680,89,3.0,28658
3536,12145,69,3.0,17526
3537,7091,66,2.0,21120
3538,9575,81,5.0,29322
3539,14879,60,3.0,15600
3540,11383,111,4.0,42291
3541,19120,54,3.0,17820
3544,3606,43,2.0,9675
3546,15921,113,6.0,30171
3547,1344,32,1.0,12736
3548,5091,75,4.0,20850
3549,11097,98,5.0,22638
3550,5762,110,5.0,22440
3551,10844,98,5.0,29596
3552,9834,65,3.0,23205
3553,8022,103,5.0,27604
3555,5965,83,5.0,26394
3556,10438,81,4.0,21789
3557,2765,40,2.0,10520
3559,14642,53,2.0,16430
3561,13882,33,1.0,12441
3562,10641,39,2.0,12441
3564,18702,90,4.0,18900
3565,19568,112,6.0,41888
3566,7453,35,2.0,8855
3567,4309,112,5.0,30240
3568,17326,98,5.0,35966
3569,7520,86,5.0,19522
3570,7658,90,4.0,19620
3572,18927,46,1.0,14076
3573,10345,116,7.0,37584
3574,19859,58,2.0,15776
3575,3739,105,6.0,40845
3576,10210,112,6.0,37856
3577,12155,95,5.0,34010
3579,14919,72,3.0,22968
3580,17545,48,2.0,9840
3581,776,54,2.0,20196
3582,9412,49,2.0,13622
3583,8770,91,4.0,31850
3584,9735,50,2.0,18100
3585,11882,79,4.0,25833
3586,9489,64,2.0,23872
3587,18070,48,3.0,11040
3588,4567,59,3.0,22184
3589,955,60,2.0,19320
3590,2378,37,2.0,9324
3592,5644,52,3.0,20280
3593,2230,71,3.0,16543
3595,3543,36,1.0,12672
3596,11229,60,2.0,13260
3598,5334,62,2.0,17794
3599,9482,120,5.0,32280
3600,10445,37,2.0,9435
3601,8510,89,4.0,24030
3604,4808,94,5.0,21338
3606,19980,60,4.0,15120
3607,16803,79,3.0,17696
3608,15970,66,3.0,16236
3609,11911,59,2.0,16048
3610,243,112,5.0,29456
3612,18585,41,2.0,9348
3613,14340,112,6.0,33824
3614,17355,121,7.0,34606
3615,5746,90,5.0,27000
3616,4092,69,3.0,14904
3617,7061,61,3.0,14274
3618,12324,84,3.0,21756
3619,1264,115,5.0,28980
3620,2079,116,5.0,44660
3621,4414,34,2.0,10608
3622,4768,44,1.0,12320
3623,10614,121,5.0,24200
3626,18858,40,2.0,8440
3627,13259,115,5.0,39215
3628,15614,120,5.0,25680
3629,849,115,5.0,45540
3630,5478,35,2.0,8225
3631,2061,32,1.0,11808
3633,19509,128,6.0,25984
3634,17523,51,2.0,11730
3635,9227,117,7.0,26559
3636,1262,122,5.0,47702
3637,3928,37,2.0,12247
3638,8178,59,2.0,16048
3640,15185,88,4.0,21824
3641,18384,91,4.0,29666
3642,3571,66,3.0,18942
3643,13530,96,6.0,21984
3644,4713,86,5.0,33368
3645,15985,58,3.0,18908
3646,18092,71,4.0,16259
3647,15403,63,3.0,17073
3648,490,110,4.0,35860
3649,11543,35,2.0,7420
3651,10377,104,6.0,25168
3652,8420,120,8.0,26520
3653,9566,107,6.0,27285
3654,4540,36,2.0,9576
3655,3228,70,3.0,20020
3658,18105,106,5.0,27772
3660,16551,103,5.0,23381
3661,10641,76,3.0,25156
3662,10565,81,4.0,20655
3663,17364,88,5.0,26048
3665,12188,90,6.0,21960
3666,11132,121,7.0,46827
3667,2308,126,5.0,47376
3668,1025,104,6.0,38376
3669,3893,93,4.0,26691
3670,19088,68,3.0,26792
3671,10579,109,6.0,41638
3672,10834,75,3.0,28725
3673,5225,103,4.0,40685
3674,14836,55,2.0,11165
3675,10491,108,7.0,40068
3676,4734,40,2.0,11400
3677,16798,95,5.0,35340
3678,17596,68,3.0,19108
3679,3944,113,6.0,41923
3680,7362,30,1.0,10950
3681,19551,78,3.0,25194
3682,12882,116,4.0,35148
3683,18820,119,6.0,37128
3685,15367,34,1.0,8466
3686,16673,121,7.0,33880
3687,11500,30,1.0,10530
3688,7838,43,2.0,9417
3689,14544,93,6.0,19809
3690,721,113,5.0,25086
3691,6825,35,2.0,9555
3693,2830,100,5.0,37700
3694,731,104,6.0,23400
3695,14789,112,6.0,35280
3696,17550,112,5.0,27216
3697,15350,67,4.0,17822
3698,18355,89,5.0,31506
3701,189,32,2.0,8384
3703,17529,92,4.0,21068
3705,2333,49,3.0,11662
3706,10431,72,4.0,23616
3707,255,43,2.0,14061
3708,7147,106,7.0,38478
3710,11329,39,2.0,9867
3711,7541,47,1.0,16356
3713,7057,83,3.0,27971
3714,18986,100,5.0,39600
3716,19189,54,3.0,20466
3717,12370,107,4.0,24824
3718,11253,54,3.0,19764
3719,14251,95,5.0,30020
3721,14905,111,5.0,35187
3722,2939,94,6.0,28388
3723,2364,93,5.0,32178
3724,5235,64,4.0,20032
3725,6573,56,2.0,14000
3727,11022,97,4.0,21631
3728,2843,92,5.0,34592
3729,11263,53,2.0,15105
3730,5394,37,1.0,14578
3732,2280,67,3.0,15075
3733,2189,72,4.0,26640
3734,2905,66,4.0,16170
3735,78,56,2.0,15736
3737,16127,121,7.0,34969
3738,3442,99,5.0,20889
3739,19947,116,5.0,43500
3740,18204,99,4.0,26235
3741,11726,37,2.0,7474
3742,2020,102,6.0,36720
3743,6585,59,2.0,21417
3744,209,81,3.0,30375
3745,2362,92,4.0,36524
3746,11647,35,1.0,7385
3747,14439,63,2.0,18963
3748,761,95,5.0,25555
3749,5939,83,3.0,29963
3750,4283,60,2.0,16500
3753,5027,67,3.0,23182
3755,19889,46,1.0,14030
3757,19430,93,5.0,19902
3758,5390,79,3.0,29941
3759,11279,67,3.0,26130
3760,2054,100,6.0,23400
3761,1122,100,5.0,35800
3762,18915,116,6.0,25868
3763,2787,54,2.0,14310
3764,11199,87,4.0,19836
3766,10264,120,8.0,46080
3768,17914,106,5.0,22684
3769,2408,63,3.0,22176
3770,14356,35,2.0,11165
3771,9392,64,2.0,21696
3772,15882,123,7.0,43296
3773,9753,31,1.0,9269
3774,14861,80,3.0,25360
3775,18279,58,2.0,18154
3776,9210,46,3.0,12052
3778,3187,104,6.0,37128
3779,4660,66,3.0,18876
3780,16932,113,4.0,29041
3781,982,104,5.0,37440
3782,8950,102,5.0,22542
3783,13474,59,3.0,13393
3784,3933,53,2.0,17119
3785,10099,70,3.0,18410
3786,142,52,3.0,15756
3787,7525,83,3.0,23738
3790,4141,81,4.0,22518
3791,8466,95,3.0,25555
3792,2007,126,5.0,46494
3793,10361,75,3.0,25650
3794,19555,117,6.0,26559
3795,18484,109,7.0,41856
3796,4627,32,2.0,11328
3798,18045,89,5.0,26878
3799,12915,57,3.0,14022
3800,4719,42,2.0,9912
3802,15897,79,4.0,20224
3803,4690,40,2.0,11160
3804,14305,74,4.0,16502
3806,12262,57,2.0,19437
3807,13547,126,6.0,30618
3808,6359,56,3.0,17864
3809,17164,124,7.0,35340
3810,887,89,4.0,34443
3811,8675,87,4.0,33234
3813,8150,102,6.0,38046
3814,10475,41,2.0,11316
3815,904,70,3.0,27230
3816,16768,72,4.0,24624
3817,11981,60,2.0,23580
3818,464,79,5.0,17854
3819,4976,64,3.0,24000
3820,14018,63,4.0,20223
3821,11307,52,2.0,13156
3823,12788,110,7.0,43450
3826,4690,87,4.0,21315
3827,18225,73,4.0,25915
3828,13962,39,2.0,14742
3829,14655,61,2.0,16531
3830,13117,113,4.0,24182
3834,14559,80,4.0,21600
3835,2992,88,4.0,34408
3837,9573,118,4.0,28910
3840,19551,125,8.0,47875
3841,8808,110,6.0,26290
3842,6407,124,7.0,32736
3843,6022,112,7.0,40544
3845,14275,104,4.0,22880
3847,6210,98,4.0,28616
3848,10881,96,4.0,28416
3849,3718,106,6.0,39750
3850,2520,110,4.0,39600
3851,1912,50,2.0,11400
3852,1325,87,3.0,26970
3853,4613,108,5.0,27540
3854,19215,35,1.0,12950
3855,18604,36,1.0,12276
3856,15463,66,3.0,18150
3857,2336,57,2.0,14193
3858,14630,128,7.0,28800
3859,2970,34,1.0,11356
3860,4983,86,5.0,32508
3861,5850,109,5.0,38259
3862,1014,61,4.0,15677
3863,3976,66,2.0,21846
3864,489,41,1.0,8774
3865,15274,128,5.0,26240
3866,8968,128,8.0,49536
3867,4284,39,2.0,9750
3868,11396,58,2.0,12470
3869,6888,107,5.0,42265
3870,8954,88,3.0,28600
3871,16235,82,4.0,25748
3872,18405,84,5.0,32592
3873,18384,93,5.0,22134
3874,13359,40,2.0,10480
3875,12599,102,4.0,31416
3876,9353,69,3.0,16491
3878,4672,94,3.0,36378
3879,5892,99,5.0,32670
3880,16705,94,5.0,26320
3881,6917,40,2.0,11920
3882,4088,43,1.0,10363
3883,19154,40,2.0,15760
3884,10695,102,6.0,30600
3885,17878,58,2.0,19778
3886,8269,73,3.0,16644
3888,15333,128,6.0,27904
3889,2027,112,5.0,25312
3893,3010,103,4.0,22145
3894,10270,52,2.0,17420
3895,7763,31,1.0,9145
3897,6037,44,2.0,15620
3898,15578,33,1.0,9999
3899,9337,100,5.0,21700
3900,12863,36,1.0,9360
3901,9192,100,4.0,21900
3902,12000,62,3.0,13392
3903,3681,54,3.0,20628
3904,17249,100,5.0,21200
3905,19882,97,5.0,30361
3906,645,57,3.0,20520
3907,17464,69,3.0,17526
3908,4600,32,1.0,10848
3910,17560,122,5.0,32696
3911,10483,87,4.0,23403
3912,17971,88,3.0,23760
3913,8254,94,5.0,25568
3915,17454,96,4.0,36768
3916,16438,90,5.0,35550
3918,6303,101,5.0,37370
3919,4923,78,3.0,19110
3921,11005,59,3.0,21476
3923,633,117,5.0,24804
3924,578,69,3.0,15456
3925,17163,96,4.0,29952
3926,3248,67,3.0,14539
3927,7041,103,6.0,35432
3928,18662,65,3.0,20735
3930,2892,97,5.0,20661
3931,7882,56,2.0,14448
3932,2973,105,5.0,23520
3934,19899,93,4.0,21762
3936,4729,58,2.0,16066
3937,15941,77,3.0,26334
3939,13199,65,4.0,23140
3941,14847,79,4.0,25833
3942,6398,101,4.0,30502
3943,9733,70,4.0,27160
3944,11266,41,2.0,9348
3945,11585,49,2.0,18669
3946,10615,33,1.0,11187
3947,16901,125,6.0,46125
3949,19561,114,4.0,23484
3950,4474,95,6.0,26220
3952,12270,93,6.0,25482
3954,15188,49,2.0,14700
3955,18057,30,1.0,9390
3956,2194,67,2.0,18224
3957,17785,46,2.0,9430
3958,5589,112,5.0,38752
3959,18481,88,5.0,32384
3961,14108,92,4.0,33948
3962,16605,35,1.0,13825
3963,9666,83,5.0,31955
3964,12801,44,2.0,11308
3965,11197,39,2.0,12090
3966,11958,52,2.0,10556
3967,11451,90,5.0,28530
3968,13408,61,2.0,18056
3969,17115,115,7.0,34845
3970,1426,58,2.0,17284
3971,10316,48,2.0,12816
3972,18410,82,4.0,30422
3973,16612,74,4.0,17908
3974,13721,81,4.0,25596
3975,6107,64,2.0,17088
3977,6234,33,1.0,11187
3978,4316,82,4.0,22140
3979,18280,128,7.0,30080
3980,2614,119,5.0,39508
3981,1806,65,3.0,18785
3982,14821,38,2.0,10792
3983,18734,81,3.0,17820
3984,6496,57,2.0,11856
3985,217,51,2.0,19890
3986,5020,65,3.0,17225
3987,10360,114,5.0,39672
3988,13011,115,6.0,42665
3989,8742,39,2.0,11115
3990,5766,64,3.0,16384
3991,19420,124,5.0,27280
3992,4081,126,7.0,45864
3993,19840,80,4.0,22720
3994,10472,106,5.0,30422
3995,7311,32,2.0,11712
3996,18808,61,3.0,21167
3997,12666,75,3.0,27075
3998,3153,61,3.0,18666
3999,3834,72,3.0,27072
4000,1238,42,2.0,11214
4001,1638,62,2.0,21018
4002,6106,61,3.0,22875
4003,4271,96,6.0,28032
4005,8720,59,3.0,16520
4007,4920,63,3.0,18963
4008,4891,103,6.0,22660
4009,179,71,3.0,20661
4010,1245,51,2.0,15198
4011,7566,59,2.0,18585
4012,896,52,2.0,10400
4013,19010,32,1.0,7008
4014,19354,96,6.0,28608
4015,16917,40,2.0,15560
4016,5728,79,4.0,27255
4017,9482,56,3.0,11984
4019,6619,49,2.0,13181
4020,4631,47,3.0,13301
4021,10404,79,3.0,23384
4022,1805,126,6.0,40194
4023,13671,99,4.0,31284
4024,17516,33,1.0,9009
4025,8827,73,4.0,16644
4026,19495,80,4.0,22960
4027,8303,49,2.0,19355
4028,11081,127,5.0,40640
4030,17964,79,3.0,18249
4031,6541,49,2.0,10045
4032,2719,105,5.0,25620
4033,14116,50,2.0,19000
4034,8381,76,3.0,17936
4035,1217,53,2.0,12667
4037,714,121,6.0,31218
4038,8479,83,5.0,24236
4039,19644,125,6.0,40500
4040,3005,98,5.0,23226
4045,422,83,3.0,19007
4047,11145,120,6.0,47040
4048,18216,48,3.0,11376
4049,973,67,2.0,16147
4052,10491,36,1.0,9468
4053,3428,35,1.0,11760
4054,4014,74,3.0,17982
4055,19587,74,3.0,22792
4056,8736,38,2.0,9082
4059,18481,78,3.0,21216
4061,15020,128,5.0,32384
4062,19732,109,6.0,25397
4064,7882,49,2.0,10241
4065,5103,99,4.0,30591
4066,13591,117,5.0,27846
4067,5604,60,2.0,15300
4068,3119,50,2.0,17700
4069,11278,38,2.0,10830
4070,9165,47,2.0,16779
4071,5750,95,5.0,24415
4072,6121,36,1.0,7956
4073,11095,117,6.0,34164
4075,14429,43,2.0,10320
4076,1062,81,5.0,29160
4078,9895,113,6.0,36612
4081,13740,128,5.0,44928
4082,10684,121,8.0,35211
4083,1431,38,1.0,10260
4084,2658,84,3.0,28476
4085,8444,68,2.0,25092
4086,3513,98,5.0,27440
4087,18738,63,3.0,20790
4088,17618,35,1.0,8120
4089,18794,55,2.0,12210
4091,15072,47,2.0,18236
4092,7893,78,4.0,23400
4093,13956,45,2.0,10305
4095,18229,45,2.0,13590
4096,11251,41,2.0,15416
4097,16294,73,3.0,17812
4100,14000,58,2.0,18038
4102,12616,98,4.0,26656
4103,14885,104,4.0,34632
4104,16800,45,2.0,9630
4105,5943,63,2.0,22617
4106,5169,111,6.0,31857
4107,3439,109,4.0,33899
4108,14442,49,2.0,18914
4109,1619,49,3.0,14406
4111,10065,76,4.0,26600
4112,4380,91,3.0,19019
4113,7255,63,3.0,14994
4114,3553,68,3.0,22440
4115,3397,72,3.0,28008
4116,17757,40,2.0,11400
4117,9822,46,1.0,15640
4120,3736,77,3.0,22792
4121,12280,53,2.0,17755
4126,11926,108,5.0,41472
4128,7243,38,1.0,9006
4129,19712,34,1.0,10846
4130,11581,72,3.0,18144
4131,17918,80,3.0,16640
4133,17618,109,5.0,34880
4134,18552,40,1.0,15160
4135,8354,32,1.0,9120
4136,7047,98,5.0,23716
4137,12952,62,3.0,21514
4138,13346,81,5.0,21465
4139,6411,46,2.0,13248
4140,15648,76,3.0,24016
4141,9529,38,1.0,8626
4142,1792,101,6.0,22523
4143,5956,113,5.0,39324
4144,1129,36,1.0,14112
4145,6470,77,3.0,17787
4146,18087,96,5.0,38112
4147,10010,114,5.0,33630
4148,2484,93,4.0,21576
4149,2620,124,7.0,34100
4150,4813,86,4.0,25198
4151,9297,31,1.0,7006
4152,10580,34,2.0,8126
4153,4359,50,2.0,15550
4154,10808,128,5.0,30336
4155,15802,75,3.0,19800
4157,11524,79,3.0,29388
4159,17284,50,2.0,14300
4160,2489,56,2.0,20216
4161,18261,84,5.0,31500
4163,3020,32,1.0,12480
4164,9667,110,5.0,31900
4165,3129,99,4.0,30492
4166,2375,125,6.0,26250
4168,8677,102,6.0,39882
4169,10085,124,6.0,33480
4170,14393,94,4.0,36472
4171,2484,54,2.0,19116
4172,7219,83,3.0,27971
4173,9802,57,2.0,18753
4174,4553,57,3.0,20976
4176,19977,70,3.0,26320
4177,6084,59,2.0,23069
4178,6888,129,6.0,31089
4181,14920,100,4.0,35300
4182,10024,109,5.0,37387
4183,6676,75,4.0,19725
4184,7922,115,5.0,25530
4186,6288,121,7.0,40293
4187,10551,37,2.0,9213
4188,14658,125,6.0,43125
4189,1760,102,5.0,30396
4190,6231,63,2.0,16317
4191,2572,51,2.0,12546
4192,17097,80,3.0,30160
4194,1896,69,3.0,16767
4195,4930,74,4.0,18500
4196,18185,103,4.0,26986
4197,18241,70,3.0,21770
4198,4262,86,4.0,28982
4199,1583,87,4.0,31581
4200,18433,42,2.0,9408
4201,17766,60,3.0,12300
4202,5698,89,3.0,17889
4203,18385,69,3.0,22011
4204,3812,78,4.0,27768
4205,1532,39,2.0,9204
4206,748,64,2.0,19264
4209,12687,63,2.0,20727
4210,6529,74,3.0,19166
4211,1700,117,4.0,26676
4212,4257,64,4.0,13632
4214,2736,48,2.0,9936
4215,2576,42,2.0,8526
4216,16587,33,1.0,11451
4217,2802,116,5.0,23780
4218,18917,32,1.0,7328
4220,2666,70,3.0,17150
4221,4062,92,4.0,31740
4222,8440,57,3.0,13224
4223,5378,39,1.0,14274
4224,14611,113,6.0,43731
4226,6144,98,4.0,31556
4227,14021,36,1.0,11016
4228,19454,106,5.0,31270
4231,19808,47,2.0,18142
4233,12687,36,1.0,10764
4234,9969,105,6.0,22050
4235,10064,123,7.0,41082
4236,13907,61,4.0,14335
4239,18147,45,2.0,9765
4240,4533,75,5.0,25125
4241,8870,58,2.0,16356
4242,2377,33,1.0,9075
4244,2824,38,2.0,12198
4245,6924,107,5.0,37022
4246,14008,62,3.0,19158
4247,19168,61,3.0,23058
4248,3030,46,2.0,15778
4249,15420,59,2.0,12980
4250,350,56,3.0,13832
4251,4684,83,4.0,27722
4252,3058,70,3.0,26250
4254,12993,40,1.0,11280
4255,13410,38,1.0,13604
4256,1453,85,4.0,25585
4257,1003,72,4.0,20808
4258,11802,56,2.0,14616
4260,6488,85,4.0,24480
4261,9756,33,1.0,11715
4262,3688,88,5.0,18392
4264,5918,66,3.0,15114
4266,6488,54,3.0,17874
4267,13735,41,1.0,15908
4268,14464,51,3.0,15708
4269,691,110,4.0,23320
4272,4574,99,5.0,19998
4273,25,98,4.0,26656
4274,6637,114,4.0,44346
4275,6238,30,1.0,9090
4278,10818,93,4.0,27528
4279,13198,58,2.0,17574
4280,12282,88,4.0,19800
4281,3881,62,2.0,21886
4283,14859,33,1.0,7590
4284,18157,128,5.0,50176
4285,15036,101,5.0,34239
4286,6915,34,2.0,10982
4287,3231,117,6.0,28899
4288,3280,104,6.0,22984
4289,5244,109,4.0,31719
4290,5269,41,2.0,14432
4291,11760,88,5.0,29304
4292,2559,64,3.0,24576
4293,2562,120,6.0,41880
4294,19170,66,4.0,21318
4295,2576,128,5.0,34560
4296,3407,80,4.0,23280
4297,6544,34,2.0,11492
4298,14291,62,3.0,23002
4299,8640,42,2.0,16758
4300,5679,129,5.0,28380
4301,11294,51,2.0,13464
4302,14378,103,4.0,38934
4303,16142,103,6.0,21218
4304,16632,68,3.0,14076
4305,19083,128,5.0,37760
4306,12246,71,2.0,25347
4307,19291,66,2.0,19932
4308,8989,54,2.0,16146
4309,6240,63,3.0,17829
4311,9163,75,3.0,22875
4312,13517,46,2.0,17342
4314,19454,66,3.0,25740
4315,5043,117,5.0,40365
4316,5463,117,5.0,23751
4317,18641,71,4.0,21300
4318,11863,40,1.0,14640
4320,5316,108,4.0,24516
4321,9203,96,4.0,35520
4322,14795,93,4.0,32550
4323,15821,110,4.0,39930
4324,9881,129,7.0,31347
4325,6648,75,4.0,28050
4326,14921,129,8.0,32250
4327,16518,102,4.0,27948
4328,10845,112,5.0,41328
4329,11798,94,3.0,29704
4330,1823,128,8.0,32640
4331,1974,52,2.0,12688
4332,2061,35,2.0,11410
4333,2647,57,2.0,20007
4334,17790,44,2.0,16016
4335,12071,48,2.0,17904
4336,5591,102,4.0,28356
4337,8669,69,3.0,18078
4338,19846,58,3.0,12180
4342,11264,39,2.0,14469
4343,4483,62,2.0,19654
4344,4307,31,1.0,11346
4345,3765,104,6.0,21008
4346,17553,61,4.0,18666
4348,2976,76,4.0,22116
4349,1957,51,3.0,16830
4350,18624,60,3.0,20400
4351,16118,98,5.0,21168
4352,17323,50,3.0,19250
4353,309,56,3.0,13832
4354,5078,74,3.0,17908
4355,12487,83,5.0,23821
4356,3682,89,4.0,31773
4357,7209,100,4.0,36200
4358,13679,102,5.0,27336
4359,3245,49,3.0,14896
4360,11519,129,5.0,42054
4362,6015,113,7.0,37177
4363,2600,86,5.0,33024
4364,13691,97,4.0,32398
4365,3231,51,2.0,17238
4368,11267,108,6.0,32616
4369,6282,129,6.0,33024
4370,2164,32,2.0,7840
4371,16318,72,3.0,23112
4372,10000,69,4.0,18216
4373,4271,77,3.0,23023
4375,3,43,2.0,14749
4376,9875,42,2.0,13986
4377,14689,64,3.0,14016
4378,3,116,5.0,25172
4379,19730,63,2.0,17199
4380,11810,44,2.0,12056
4382,13677,95,4.0,34770
4384,9212,58,2.0,20996
4385,286,65,3.0,14885
4387,17662,113,5.0,26668
4389,14395,116,6.0,35380
4390,18612,121,6.0,42229
4392,19397,61,2.0,17629
4394,1462,94,4.0,27448
4395,5618,56,3.0,18480
4397,2797,49,2.0,13279
4398,13801,54,2.0,11772
4399,5794,105,5.0,32970
4400,14406,68,3.0,25432
4401,18683,98,5.0,27048
4402,9260,111,6.0,43290
4403,17199,102,4.0,26316
4405,16970,123,6.0,37146
4407,8068,39,1.0,11505
4409,1378,104,4.0,30888
4410,19960,33,1.0,13002
4411,9574,41,1.0,13366
4412,9161,83,4.0,30959
4413,17257,122,7.0,38918
4414,3670,128,8.0,32000
4416,6686,56,3.0,16016
4417,16549,62,3.0,12958
4418,19984,82,3.0,27716
4419,12719,55,3.0,18480
4420,2351,91,5.0,30030
4421,17999,71,4.0,18673
4422,7954,55,2.0,17215
4425,801,46,2.0,11776
4426,17928,32,1.0,7872
4428,15157,83,4.0,26477
4429,2312,120,7.0,40560
4430,13836,75,3.0,16200
4431,18259,65,3.0,24245
4432,19822,79,5.0,22120
4433,17546,42,2.0,9702
4434,5888,54,2.0,17496
4435,18611,125,7.0,37000
4436,19433,129,6.0,42699
4438,13240,34,2.0,8160
4439,9793,86,4.0,22360
4440,9567,113,7.0,40341
4441,3401,75,4.0,25350
4442,8865,34,1.0,10506
4443,17030,39,1.0,8892
4444,7116,40,2.0,9680
4445,7182,124,6.0,32736
4446,15582,85,3.0,18020
4448,11404,126,8.0,31878
4449,11173,97,4.0,34920
4451,18991,79,3.0,24332
4452,7589,48,2.0,12384
4453,10936,69,4.0,24219
4454,16764,110,5.0,36410
4455,10229,40,1.0,11880
4456,14624,52,3.0,20384
4457,766,85,5.0,23205
4458,6356,43,2.0,9245
4461,10057,127,5.0,35433
4462,2713,101,6.0,37976
4463,14895,100,4.0,22000
4464,11355,89,4.0,35244
4465,8312,43,2.0,14577
4467,17147,57,2.0,16530
4468,8719,31,1.0,9455
4469,17452,128,8.0,29440
4471,592,89,3.0,34799
4473,4780,32,1.0,12352
4475,12611,48,3.0,15552
4476,12022,66,4.0,23562
4477,19855,48,2.0,16704
4479,9248,113,7.0,25086
4480,15647,128,5.0,43648
4481,13173,31,1.0,8618
4482,877,69,3.0,19527
4486,8327,57,3.0,15561
4487,12687,50,3.0,13600
4488,203,98,5.0,25480
4490,4005,120,6.0,40200
4491,1189,50,2.0,14100
4492,6812,106,6.0,38478
4494,12622,82,4.0,19598
4495,18882,35,1.0,9555
4497,4849,117,6.0,24687
4500,13327,129,5.0,49536
4501,11305,38,1.0,13756
4502,19730,50,2.0,19150
4503,9801,90,4.0,28530
4504,15323,114,5.0,44232
4505,19716,43,1.0,14362
4506,19575,122,5.0,27206
4507,11623,69,3.0,15387
4509,18270,91,5.0,32487
4510,15516,51,2.0,14382
4511,19159,44,2.0,13332
4512,13187,111,5.0,37518
4513,6815,124,7.0,39432
4514,6310,56,3.0,18256
4516,6867,125,7.0,44375
4517,1229,56,2.0,13832
4518,5376,106,4.0,39644
4519,5555,122,7.0,39894
4520,12762,115,6.0,33580
4521,19660,59,2.0,13747
4522,11642,41,2.0,15088
4523,12731,95,5.0,24890
4524,13954,79,3.0,25043
4525,14121,32,1.0,10208
4526,18077,34,1.0,10234
4528,10943,60,3.0,14580
4529,11107,72,3.0,24984
4533,7008,87,4.0,21663
4536,15340,77,3.0,23023
4537,7571,85,4.0,28985
4538,3408,31,1.0,12059
4539,12656,59,3.0,20178
4540,9624,61,2.0,19337
4542,8378,125,5.0,45875
4543,3795,114,4.0,27018
4544,6923,96,6.0,37920
4545,7965,108,4.0,43092
4546,5943,77,3.0,18480
4547,14609,40,1.0,12400
4549,7260,98,5.0,35770
4550,5187,51,2.0,12597
4551,18912,94,5.0,26414
4552,18684,98,4.0,34104
4553,11913,79,3.0,27334
4555,7406,104,4.0,30888
4556,17318,109,6.0,37496
4557,18255,126,7.0,40698
4558,4288,30,1.0,7080
4559,8891,69,3.0,26772
4560,15633,31,1.0,10261
4561,6915,124,5.0,26040
4562,6189,60,3.0,17640
4563,10264,37,1.0,13542
4564,9695,54,2.0,15390
4565,14319,102,6.0,25908
4566,15874,75,3.0,21225
4567,6247,73,4.0,25477
4568,14323,113,5.0,39324
4569,243,101,4.0,29189
4570,10483,64,3.0,14912
4571,19944,42,2.0,15792
4572,7193,38,1.0,11970
4573,9166,58,2.0,19372
4574,17501,41,2.0,15334
4576,13998,71,4.0,21016
4577,19732,80,5.0,26960
4578,2173,123,5.0,29274
4579,10771,113,5.0,35256
4580,6275,53,2.0,19133
4581,2564,50,3.0,14050
4582,19509,53,3.0,19398
4583,2193,68,4.0,26792
4584,18557,32,1.0,10816
4586,6084,114,5.0,31692
4588,2049,99,6.0,29799
4589,13491,122,6.0,33184
4590,2158,35,1.0,8400
4591,4456,71,3.0,21016
4592,15281,111,7.0,33744
4593,7905,122,5.0,43432
4594,6759,34,1.0,9724
4595,19330,85,3.0,29070
4596,4891,63,3.0,22869
4597,10922,90,4.0,29880
4599,4624,48,2.0,10944
4600,1333,58,2.0,18328
4601,1311,95,5.0,26600
4602,11137,127,6.0,32004
4603,12375,80,4.0,30880
4604,16693,40,1.0,12320
4605,7016,116,5.0,35844
4606,13243,42,2.0,12474
4607,9704,82,3.0,20746
4608,13133,129,8.0,50310
4609,6428,113,5.0,37742
4610,7802,109,6.0,23980
4611,17898,118,4.0,29972
4612,8318,57,3.0,21204
4613,14810,80,5.0,24720
4616,6924,109,7.0,22127
4617,3703,49,2.0,17493
4618,1825,99,4.0,20493
4619,16547,36,1.0,13140
4620,10322,125,7.0,32000
4621,11396,30,2.0,10170
4622,14443,70,3.0,16240
4623,16569,115,7.0,35995
4624,9663,89,4.0,33998
4626,3137,111,6.0,28971
4628,7169,63,3.0,20601
4630,19035,64,2.0,18048
4631,16712,68,3.0,23256
4632,19011,91,5.0,28938
4633,13333,57,2.0,20862
4634,16100,47,1.0,12173
4638,1977,107,5.0,26108
4639,5467,79,3.0,30020
